PeopleName,Country,Population,Language,Religion,Latitude,Longitude,Global Status of  Evangelical Christianity,Evangelical Engagement,Physical Exertion,Freedom Index,Government Restrictions Index,Social Hostilities Index,Threat Level,ROP1,ROP2,ROP3,People Name,GENC,FIPS,FIPS of Origin,Unnamed: 21,Unnamed: 22,IMB Affinity Group,Not Engaged Anywhere,SPI,Strategic Priority Index,Population Layer,Indigenous,ISOalpha3
Phai,Laos,28500,Prai,Ethnoreligion - Animism,19.012757,101.496909,1,Unengaged,Strenuous,Not Free,High,Moderate,Level 2: Exercise Increased Caution,A011,C0147,108003,Prai,LAO,LA,,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,LAO
Philipinos,New Zealand,17000,English,Christianity - Roman Catholicism,-36.91135,174.817533,5,Unengaged,Little,Free,Low,Low,Level 1: Exercise Normal Precautions,A008,C0070,109692,Tagalog,NZL,NZ,RP,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"10,000+",Diaspora,NZL
Phri,Nepal,1500,Nepali,Hinduism,27.7,85.333333,1,Unengaged,Strenuous,Partly Free,Moderate,High,Level 2: Exercise Increased Caution,A012,C0311,113349,Phri,NPL,NP,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,NPL
Phula,Vietnam,11000,Phula,Ethnoreligion - Animism,22.7359,103.3047,1,Unengaged,Medium,Not Free,Very High,Low,Level 1: Exercise Normal Precautions,A014,C0229,115224,"Phula, Phuka",VNM,VM,,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,VNM
Phulari,India,27500,Urdu,Islam - Sunni,19.122656,74.74285,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0043,118979,Phulari,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,IND
Phunoi,Laos,46000,Phunoi,Ethnoreligion - Animism,21.66473,102.15764,0,Unengaged,Strenuous,Not Free,High,Moderate,Level 2: Exercise Increased Caution,A014,C0229,108015,Phunoi,LAO,LA,,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,LAO
Phunoi,Thailand,14000,Phunoi,Ethnoreligion - Animism,19.93444,99.75634,1,Unengaged,Medium,Partly Free,Moderate,High,Level 1: Exercise Normal Precautions,A014,C0229,108015,Phunoi,THA,TH,LA,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,THA
Piapoco,United States,150,Piapoco,Ethnoreligion,40.70014,-73.802889,4,Unengaged,Little,Free,Moderate,High,Caution,A007,C0201,108022,Piapoco,USA,US,CO,,,American Peoples,,2,No Longer Unreached,"<10,000",Diaspora,USA
Pidgin,United States,2900,Nigerian Pidgin,Christianity - Evangelical Protestant,32.951,-96.5512,6,Unengaged,Little,Free,Moderate,High,Caution,A013,C0173,107318,"Nigerian, Detribalized",USA,US,,,,Sub-Saharan African Peoples,Yes,2,No Longer Unreached,"<10,000",Diaspora,USA
Pila,Benin,480000,Yom,Islam - Sunni,10.1222,1.4374,1,Unengaged,Strenuous,Partly Free,Low,High,Level 2: Exercise Increased Caution,A013,C0087,108029,Pila,BEN,BN,,,,Sub-Saharan African Peoples,Yes,0,Unengaged and Unreached,"100,000+",Indigenous,BEN
Pileni,Solomon Islands,2100,Vaeakau-Taumako,Christianity - Non-Evangelical Protestant,-9.878,167.174,5,Unengaged,Strenuous,Free,Low,Moderate,Level 2: Exercise Increased Caution,A010,C0197,108032,Pileni,SLB,BP,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,SLB
Pima Bajo,Mexico,1300,Spanish,Christianity - Folk Catholicism,28.371111,-108.925556,5,Unengaged,Medium,Partly Free,Moderate,High,Other,A007,C0029,102105,Pima Bajo,MEX,MX,,,,American Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,MEX
Pimbwe,Tanzania,99000,Pimbwe,Christianity - Roman Catholicism,-6.6234,31.142,1,Unengaged,Strenuous,Partly Free,Moderate,Moderate,Level 2: Exercise Increased Caution,A013,C0265,108035,Pimbwe,TZA,TZ,,,,Sub-Saharan African Peoples,Yes,0,Unengaged and Unreached,"50,000+",Indigenous,TZA
Pingdi Yao,China,1760000,Xiang Chinese,Ethnoreligion,25.189024,111.572439,1,Unengaged,Medium,Not Free,Very High,Low,Other,A011,C0232,114275,Pingdi,CHN,CH,,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"1,000,000+",Indigenous,CHN
Pinjara (Kannada),India,215000,Kannada,Islam - Sunni,14.62569,75.624149,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0321,118675,"Pinjara, Kannada",IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"100,000+",Indigenous,IND
Pinjara (Marathi),India,18000,Marathi,Islam - Sunni,21.089271,78.107917,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0321,118676,"Pinjara, Marathi",IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,IND
Pinjara (Punjabi),India,2900,Eastern Panjabi,Islam - Sunni,31.236653,76.50242,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0321,118827,"Pinjara, Panjabi",IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
"Pinjara, Dhunia (Bengali)",India,39500,Bengali,Islam - Sunni,22.424998,87.3725,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0321,116794,"Pinjara, Bengali",IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,IND
Piraha,Brazil,425,Pirahã,Ethnoreligion - Animism,-7.033333,-61.966667,1,Unengaged,Medium,Free,Low,Moderate,Level 2: Exercise Increased Caution,A007,C0010,106919,Mura-Piraha,BRA,BR,,,,American Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,BRA
Piratapuyo,Colombia,650,Piratapuyo,Ethnoreligion,0.7455,-69.4871,1,Unengaged,Medium,Free,Moderate,Moderate,Level 3: Reconsider Travel,A007,C0201,108050,Pira-Tapuia,COL,CO,BR,,,American Peoples,,0,Unengaged and Unreached,"<10,000",Indigenous,COL
Pisaroti,India,6700,Malayalam,Hinduism,10.777889,76.639406,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0289,118628,Pisaroti,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Pitaguari,Brazil,2800,Portuguese,Ethnoreligion,-4.0,-38.5,1,Unengaged,Medium,Free,Low,Moderate,Level 2: Exercise Increased Caution,A007,C0083,115357,Pitaguari,BRA,BR,,,,American Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,BRA
Pitcairn Islander,French Polynesia,275,Pitcairn-Norfolk,Christianity - Non-Evangelical Protestant,-17.544,-149.564,1,Unengaged,Medium,Free,Moderate,High,Level 1: Exercise Normal Precautions,A010,C0180,108061,Pitcairner,PYF,FP,,,,Asian Pacific Rim Peoples,,0,Unengaged and Unreached,"<10,000",Diaspora,PYF
Pitcairn Islander,New Zealand,250,English,Christianity - Evangelical Protestant,-36.783935,174.775058,6,Unengaged,Little,Free,Low,Low,Level 1: Exercise Normal Precautions,A010,C0180,108061,Pitcairner,NZL,NZ,FP,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"<10,000",Diaspora,NZL
Pitcairn Islander,Pitcairn Islands,45,Pitcairn-Norfolk,Christianity - Non-Evangelical Protestant,-25.0659,-130.101,1,Unengaged,Medium,Free,Moderate,High,Caution,A010,C0180,108061,Pitcairner,PCN,PC,FP,,,Asian Pacific Rim Peoples,,0,Unengaged and Unreached,"<10,000",Indigenous,PCN
Pitu Ulunna Salu,Indonesia,35500,Bambam,Islam - Sunni,-3.02759,119.20134,6,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A008,C0218,100924,Bambam,IDN,ID,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"10,000+",Indigenous,IDN
Pochammalollu,India,7200,Telugu,Hinduism,19.117096,77.624492,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0289,118896,Pochammalollu,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Poduval,India,6000,Malayalam,Hinduism,10.531575,76.211925,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0289,118629,Poduval,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Pohul,India,3100,Kashmiri,Islam - Sunni,33.237574,74.311821,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0321,113377,Pohul,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
"Pokomo, Lower",Kenya,59500,Kipfokomu,Ethnoreligion,-2.31587,40.28966,5,Unengaged,Strenuous,Partly Free,High,High,Level 2: Exercise Increased Caution,A013,C0267,105883,"Pokomo, Lower",KEN,KE,,,,Sub-Saharan African Peoples,Yes,2,No Longer Unreached,"50,000+",Indigenous,KEN
"Pokomo, Upper",Kenya,69500,Kipfokomu,Islam - Sunni,-1.48025,40.05028,1,Unengaged,Strenuous,Partly Free,High,High,Level 2: Exercise Increased Caution,A013,C0267,110411,"Pokomo, Upper",KEN,KE,,,,Sub-Saharan African Peoples,Yes,0,Unengaged and Unreached,"50,000+",Indigenous,KEN
Pole,Austria,58500,Polish,Christianity - Roman Catholicism,48.268005,16.39458,1,Unengaged,Little,Free,Moderate,High,Level 1: Exercise Normal Precautions,A003,C0196,108096,Poles,AUT,AU,PL,,,European Peoples,,0,Unengaged and Unreached,"50,000+",Diaspora,AUT
Pole,Brazil,1900000,Polish,Christianity - Roman Catholicism,-24.785,-50.000496,1,Unengaged,Medium,Free,Low,Moderate,Level 2: Exercise Increased Caution,A003,C0196,108096,Poles,BRA,BR,PL,,,European Peoples,,0,Unengaged and Unreached,"1,000,000+",Diaspora,BRA
Pole,Czechia,20500,Polish,Christianity - Roman Catholicism,49.59658,18.70962,1,Unengaged,Little,Free,Low,Low,Level 1: Exercise Normal Precautions,A003,C0196,108096,Poles,CZE,EZ,PL,,,European Peoples,,0,Unengaged and Unreached,"10,000+",Diaspora,CZE
Pole,Denmark,16000,Polish,Christianity - Roman Catholicism,55.683255,12.552476,1,Unengaged,Little,Free,Moderate,High,Level 2: Exercise Increased Caution,A003,C0196,108096,Poles,DNK,DA,PL,,,European Peoples,,0,Unengaged and Unreached,"10,000+",Diaspora,DNK
Pole,Germany,899000,Polish,Christianity - Roman Catholicism,51.511364,7.471085,1,Unengaged,Little,Free,Moderate,High,Level 2: Exercise Increased Caution,A003,C0196,108096,Poles,DEU,GM,PL,,,European Peoples,,0,Unengaged and Unreached,"100,000+",Diaspora,DEU
Pole,Italy,93000,Polish,Christianity - Roman Catholicism,41.853374,12.449144,1,Unengaged,Low,Free,Moderate,High,Level 2: Exercise Increased Caution,A003,C0196,108096,Poles,ITA,IT,PL,,,European Peoples,,0,Unengaged and Unreached,"50,000+",Diaspora,ITA
Pole,Kazakhstan,61000,Polish,Christianity - Roman Catholicism,43.295371,76.933441,6,Unengaged,Low,Not Free,High,Moderate,Level 1: Exercise Normal Precautions,A003,C0196,108096,Poles,KAZ,KZ,PL,,,European Peoples,,2,No Longer Unreached,"50,000+",Diaspora,KAZ
Pole,Latvia,46000,Polish,Christianity - Roman Catholicism,55.886931,26.551273,1,Unengaged,Low,Free,Low,Low,Level 1: Exercise Normal Precautions,A003,C0196,108096,Poles,LVA,LG,PL,,,European Peoples,,0,Unengaged and Unreached,"10,000+",Diaspora,LVA
Pole,Lithuania,179000,Polish,Christianity - Roman Catholicism,54.66937,25.290098,1,Unengaged,Low,Free,Low,Low,Level 1: Exercise Normal Precautions,A003,C0196,108096,Poles,LTU,LH,PL,,,European Peoples,,0,Unengaged and Unreached,"100,000+",Diaspora,LTU
Pole,Sweden,82500,Polish,Christianity - Roman Catholicism,59.285657,17.963643,1,Unengaged,Little,Free,Low,Moderate,Level 2: Exercise Increased Caution,A003,C0196,108096,Poles,SWE,SW,PL,,,European Peoples,,0,Unengaged and Unreached,"50,000+",Diaspora,SWE
Pole,Venezuela,8200,Polish,Christianity - Roman Catholicism,10.498666,-66.869849,1,Unengaged,Medium,Not Free,Moderate,Low,Level 4: Do Not Travel,A003,C0196,108096,Poles,VEN,VE,PL,,,European Peoples,,0,Unengaged and Unreached,"<10,000",Diaspora,VEN
Poles,Iceland,20500,Polish,Christianity - Roman Catholicism,64.1367,-21.8612,1,Unengaged,Little,Free,Moderate,Low,Level 1: Exercise Normal Precautions,A003,C0196,108096,Poles,ISL,IC,,,,European Peoples,,0,Unengaged and Unreached,"10,000+",Diaspora,ISL
Polish,Belgium,99500,Polish,Christianity - Roman Catholicism,51.216,4.4,1,Unengaged,Little,Free,Moderate,Moderate,Level 2: Exercise Increased Caution,A003,C0196,108096,Poles,BEL,BE,,,,European Peoples,,0,Unengaged and Unreached,"50,000+",Diaspora,BEL
Polynesian,United States,14500,English,Christianity - Non-Evangelical Protestant,21.281658,-157.822334,6,Unengaged,Little,Free,Moderate,High,Caution,A010,C0180,108102,Polynesian,USA,US,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"10,000+",Diaspora,USA
Pom,Indonesia,3200,Pom,Christianity - Evangelical Protestant,-1.64224,135.61944,6,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A010,C0152,108103,Pom,IDN,ID,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,IDN
Pomak,Türkiye,382000,Turkish,Islam - Sunni,37.7636,38.288,1,Unengaged,Low,Not Free,High,High,Level 2: Exercise Increased Caution,A003,C0195,108104,Pomak,TUR,TU,BU,,,Central Asian Peoples,,0,Unengaged and Unreached,"100,000+",Indigenous,TUR
Pomla,India,1300,Gujarati,Hinduism,21.17,72.83,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0333,113378,Pomla,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Pomo,United States,12000,English,Christianity - Non-Evangelical Protestant,38.971704,-123.120212,1,Unengaged,Little,Free,Moderate,High,Caution,A009,C0154,108106,Pomo,USA,US,,,,American Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,USA
Ponapean,United States,3900,Pohnpeian,Christianity - Non-Evangelical Protestant,21.337448,-157.929173,5,Unengaged,Little,Free,Moderate,High,Caution,A010,C0139,108108,Ponapean,USA,US,FM,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"<10,000",Diaspora,USA
Ponasakan,Indonesia,5400,Indonesian,Ethnoreligion - Animism,0.9474,124.7842,6,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A008,C0140,108110,Ponasakan,IDN,ID,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,IDN
Ponca,United States,1100,English,Christianity - Non-Evangelical Protestant,42.75117024460963,-98.00435951,1,Unengaged,,,,,,A009,C0154,114886,Ponca,USA,US,,,,American Peoples,,0,Unengaged and Unreached,"<10,000",Indigenous,USA
Pondo,South Africa,1005000,Xhosa,Ethnoreligion,-30.71462,27.22496,4,Unengaged,Medium,Free,Low,High,Level 2: Exercise Increased Caution,A013,C0270,113948,Pondo,ZAF,SF,,,,Sub-Saharan African Peoples,Yes,2,No Longer Unreached,"1,000,000+",Indigenous,ZAF
Pong,Laos,39000,Hung,Ethnoreligion,18.563061,104.402542,0,Unengaged,Strenuous,Not Free,High,Moderate,Level 2: Exercise Increased Caution,A011,C0147,111243,Pong,LAO,LA,,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,LAO
Popei,China,6700,Lolopo,Ethnoreligion - Animism,26.311803,101.212593,1,Unengaged,Medium,Not Free,Very High,Low,Other,A014,C0229,114277,Popei,CHN,CH,,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,CHN
"Popoloca, Northern",Mexico,19500,Spanish,Christianity - Folk Catholicism,18.673611,-97.604444,4,Unengaged,Medium,Partly Free,Moderate,High,Other,A007,C0234,107456,"Popoloca, San Marcos Tlalcoyalco",MEX,MX,,,,American Peoples,Yes,2,No Longer Unreached,"10,000+",Indigenous,MEX
"Popoloca, Southern",Mexico,3500,Spanish,Christianity - Folk Catholicism,18.298056,-97.384167,4,Unengaged,Medium,Partly Free,Moderate,High,Other,A007,C0234,102858,"Popoloca, San Juan Atzingo",MEX,MX,,,,American Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,MEX
"Popoloca, Western",Mexico,3300,Spanish,Christianity - Folk Catholicism,18.470556,-97.921111,4,Unengaged,Medium,Partly Free,Moderate,High,Other,A007,C0234,108123,"Popoloca, San Felipe Otlaltepec",MEX,MX,,,,American Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,MEX
"Popoluca, Oluta",Mexico,125,Spanish,Christianity - Folk Catholicism,17.928333,-94.893611,6,Unengaged,Medium,Partly Free,Moderate,High,Other,A007,C0234,107634,"Popoluca, Oluta",MEX,MX,,,,American Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,MEX
"Popoluca, Sayula",Mexico,12000,Spanish,Christianity - Folk Catholicism,17.881111,-94.960556,6,Unengaged,Medium,Partly Free,Moderate,High,Other,A007,C0234,108772,"Popoluca, Sayula",MEX,MX,,,,American Peoples,Yes,2,No Longer Unreached,"10,000+",Indigenous,MEX
"Popoluca, Texistepec",Mexico,650,Spanish,Christianity - Folk Catholicism,17.896944,-94.811389,6,Unengaged,Medium,Partly Free,Moderate,High,Other,A007,C0234,109987,"Popoluca, Texistepec",MEX,MX,,,,American Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,MEX
Popti,Mexico,700,Spanish,Christianity - Folk Catholicism,15.606667,-92.065278,6,Unengaged,Medium,Partly Free,Moderate,High,Other,A007,C0136,102842,Jakaltek,MEX,MX,GT,,,American Peoples,,2,No Longer Unreached,"<10,000",Indigenous,MEX
Popti,United States,19500,Jakalteko,Ethnoreligion,26.931397,-80.109357,5,Unengaged,Little,Free,Moderate,High,Caution,A007,C0136,102842,Jakaltek,USA,US,GT,,,American Peoples,,2,No Longer Unreached,"10,000+",Diaspora,USA
Portuguese,Andorra,11000,Portuguese,Christianity - Roman Catholicism,42.504617,1.512446,1,Unengaged,Low,Free,Low,Low,Level 1: Exercise Normal Precautions,A003,C0182,108129,Portuguese,AND,AN,PO,,,European Peoples,,0,Unengaged and Unreached,"10,000+",Diaspora,AND
Portuguese,Argentina,18000,Portuguese,Christianity - Roman Catholicism,-34.665493,-58.568432,5,Unengaged,Low,Free,Low,Moderate,Level 1: Exercise Normal Precautions,A003,C0182,108129,Portuguese,ARG,AR,PO,,,European Peoples,,2,No Longer Unreached,"10,000+",Diaspora,ARG
Portuguese,France,982000,Portuguese,Christianity - Roman Catholicism,44.819896,-0.615502,4,Unengaged,Little,Free,Moderate,High,Level 2: Exercise Increased Caution,A003,C0182,108129,Portuguese,FRA,FR,PO,,,European Peoples,,2,No Longer Unreached,"100,000+",Diaspora,FRA
Portuguese,Guinea-Bissau,6300,Portuguese,Christianity - Roman Catholicism,11.86,-15.6171,1,Unengaged,Extreme,Partly Free,Low,Low,Level 3: Reconsider Travel,A003,C0182,108129,Portuguese,GNB,PU,PO,,,European Peoples,,0,Unengaged and Unreached,"<10,000",Diaspora,GNB
Portuguese,Senegal,3600,Portuguese,Christianity - Roman Catholicism,14.716565,-17.441671,1,Unengaged,Strenuous,Partly Free,Low,Low,Level 1: Exercise Normal Precautions,A003,C0182,108129,Portuguese,SEN,SG,PO,,,European Peoples,,0,Unengaged and Unreached,"<10,000",Diaspora,SEN
Portuguese Creole,Gambia,26000,Guinea-Bissau Creole,Christianity - Non-Evangelical Protestant,13.4438,-16.6982,5,Unengaged,Extreme,Partly Free,Low,Moderate,Level 2: Exercise Increased Caution,A013,C0173,102314,"Crioulo, Upper Guinea",GMB,GA,,,,Sub-Saharan African Peoples,,2,No Longer Unreached,"10,000+",Diaspora,GMB
Potawatomi,Canada,6200,English,Christianity - Non-Evangelical Protestant,42.54635,-82.54906,5,Unengaged,Little,Free,Low,Moderate,Level 1: Exercise Normal Precautions,A009,C0154,108134,Potawatomi,CAN,CA,,,,American Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,CAN
Potawatomi,United States,23500,English,Christianity - Non-Evangelical Protestant,39.36358,-95.82722,5,Unengaged,Little,Free,Moderate,High,Caution,A009,C0154,108134,Potawatomi,USA,US,,,,American Peoples,Yes,2,No Longer Unreached,"10,000+",Indigenous,USA
Pouhoy,Laos,375,Oy,Ethnoreligion,21.045293,101.730951,1,Unengaged,Strenuous,Not Free,High,Moderate,Level 2: Exercise Increased Caution,A011,C0171,108137,Pouhoy,LAO,LA,,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,LAO
Poumong,Laos,1600,Lao,Ethnoreligion,21.387803,101.970249,1,Unengaged,Strenuous,Not Free,High,Moderate,Level 2: Exercise Increased Caution,A011,C0171,108138,Poumong,LAO,LA,,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,LAO
Poussang,Laos,3400,Lao,Ethnoreligion,21.223521,101.969361,1,Unengaged,Strenuous,Not Free,High,Moderate,Level 2: Exercise Increased Caution,A011,C0171,108139,Poussang,LAO,LA,,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,LAO
Powhatan,United States,4500,English,Christianity - Non-Evangelical Protestant,37.768418,-77.14013,4,Unengaged,Little,Free,Moderate,High,Caution,A009,C0154,108140,Powhatan,USA,US,,,,American Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,USA
Poyanawa,Brazil,550,Portuguese,Ethnoreligion,-7.5,-73.083333,4,Unengaged,Medium,Free,Low,Moderate,Level 2: Exercise Increased Caution,A007,C0010,108141,Poyanawa,BRA,BR,,,,American Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,BRA
Prabhu Patane,India,69500,Gujarati,Hinduism,19.075984,72.877656,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0296,113386,Prabhu Patane,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"50,000+",Indigenous,IND
Pu Peo,Vietnam,700,Qabiao,Ethnoreligion - Animism,23.04628,104.879227,0,Unengaged,Medium,Not Free,Very High,Low,Level 1: Exercise Normal Precautions,A011,C0207,105647,Pu Peo,VNM,VM,,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,VNM
Pubiao,China,425,Mandarin Chinese,Ethnoreligion,23.221616,104.804141,1,Unengaged,Medium,Not Free,Very High,Low,Other,A011,C0207,114278,Pubiao,CHN,CH,,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,CHN
Pudtol Atta,Philippines,1100,Pudtol Atta,Ethnoreligion - Animism,18.21116,121.37861,4,Unengaged,Medium,Partly Free,Low,High,Level 2: Exercise Increased Caution,A008,C0072,108156,"Atta, Pudtol",PHL,RP,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,PHL
Puerto Rican,Canada,3600,Spanish,Christianity - Roman Catholicism,43.669506,-79.362063,5,Unengaged,Little,Free,Low,Moderate,Level 1: Exercise Normal Precautions,A007,C0093,108160,Puerto Rican,CAN,CA,,,,American Peoples,,2,No Longer Unreached,"<10,000",Diaspora,CAN
Puerto Rican,United States,4010000,Spanish,Christianity - Roman Catholicism,28.6579,-81.2925,6,Unengaged,Little,Free,Moderate,High,Caution,A007,C0093,108160,Puerto Rican,USA,US,,,,American Peoples,,2,No Longer Unreached,"1,000,000+",Diaspora,USA
Puerto Rico Deaf,Puerto Rico,27500,Puerto Rican Sign Language,Christianity - Roman Catholicism,18.406389,-66.063889,1,Unengaged,Little,Free,Moderate,Moderate,Caution,A017,C0252,114916,Deaf,PRI,RQ,,,,Deaf Peoples,,0,Unengaged and Unreached,"10,000+",Indigenous,PRI
Puinave,United States,325,Puinave,Ethnoreligion,40.685863,-73.829063,6,Unengaged,Little,Free,Moderate,High,Caution,A007,C0201,108161,Puinave,USA,US,CO,,,American Peoples,,2,No Longer Unreached,"<10,000",Diaspora,USA
Pulaar,France,1100,Pulaar,Islam - Sunni,43.302552,5.406638,1,Unengaged,Little,Free,Moderate,High,Level 2: Exercise Increased Caution,A013,C0077,110257,Tukulor,FRA,FR,GA,,,Sub-Saharan African Peoples,,0,Unengaged and Unreached,"<10,000",Diaspora,FRA
Pulangiyen Manobo,Philippines,10000,Western Bukidnon Manobo,Ethnoreligion,7.5646,124.8949,5,Unengaged,Medium,Partly Free,Low,High,Level 2: Exercise Increased Caution,A008,C0072,115480,"Manobo, Pulangiyen",PHL,RP,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"10,000+",Indigenous,PHL
Pulisari,India,37000,Malayalam,Hinduism,10.016357,76.303181,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,112396,Kallasari,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,IND
Puma,Nepal,5300,Puma,Buddhism - Tibetan,27.005,86.872,1,Unengaged,Strenuous,Partly Free,Moderate,High,Level 2: Exercise Increased Caution,A014,C0188,108169,Puma,NPL,NP,,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,NPL
Puman,China,18000,U,Buddhism - Theravada,23.482,99.785,1,Unengaged,Medium,Not Free,Very High,Low,Other,A011,C0147,108170,Puman,CHN,CH,,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,CHN
Punan,Brunei,80,Eastern Penan,Ethnoreligion,4.3207,114.4353,6,Unengaged,Low,Not Free,High,Moderate,Level 1: Exercise Normal Precautions,A008,C0059,108180,"Penan, Western",BRN,BX,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,BRN
Punan Aput,Indonesia,650,Punan Aput,Christianity - Non-Evangelical Protestant,1.7977,115.9998,6,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A008,C0059,108173,Punan Aput,IDN,ID,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,IDN
Punan Bungan,Indonesia,1500,Hovongan,Ethnoreligion - Animism,0.895191,113.764873,4,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A008,C0059,108175,Punan Bungan,IDN,ID,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,IDN
Punan Keriau,Indonesia,650,Kereho,Christianity - Non-Evangelical Protestant,0.588986,113.84405,6,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A008,C0059,108176,Punan Keriau,IDN,ID,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,IDN
